CLAVE DE INMUEBLE,TECNOLOGIA INSTALADA,ANCHO DE BANDA CONTRATADO 2014,INSTITUCION,NOMBRE DEL CENTRO,TURNO/HORARIO,NIVEL,REGION,MUNICIPIO,LOCALIDAD,DOMICILIO,CODIGO POSTAL,LONGITUD,LATITUD,ESTATUS
1409763A, iMAX,2 MB,SEJ,ANA MARIA CASILLAS MEZA,MATUTINO,PREESCOLAR,CENTRO,ZAPOPAN,ZAPOPAN,PLAYA SANTIAGO,45059,-103.4357167,20.6487333,SIN SERVICIO
1410469D, iMAX,2 MB,SEJ,SOR JUANA INES DE LA CRUZ,VESPERTINO,PREESCOLAR,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,CUITLAHUAC 185,45500,-103.3181389,20.6354167,SIN SERVICIO
1410486G, iMAX,2 MB,SEJ,SOLEDAD ANAYA SOLORZANO,MATUTINO,PREESCOLAR,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,FELIX CERVANTES 1406,45525,-103.2859444,20.6353889,ACTIVO
SSJ_378, iMAX,2 MB,SSJ,EL VERDE,N/D,N/D,CENTRO,EL SALTO,SAN JOSE EL VERDE (EL VERDE),2DA. PRIVADA EMILIANO ZAPATA # 21,45694,-103.2863889,20.5580556,ACTIVO
CCR_195, iMAX,2 MB,SDH,"FUNDACION EMMANUEL GUADALAJARA, A.C.",N/D,N/D,CENTRO,EL SALTO,N/D,SANTA MARTHA 500,N/D,"103¡10'54.6"" ",20¡30'58.2 I,SIN SERVICIO
DIF_CDI_069, iMAX,2 MB,DIF,CENTRO DE DESARROLLO INFANTIL 10  DEL MAR,N/D,N/D,CENTRO,ZAPOPAN,N/D,"BULEVAR LA ESPUELA ¡ 91, COL. CONJUNTO LAURELES",N/D,-103.392897,20.734194,SIN SERVICIO
1409604C, iMAX,2 MB,SEJ,BENITO JUAREZ,MATUTINO,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,KM. 13 CARRETERA MORELIA ENTRE 5 DE MAYO Y VICENTE GUERRERO ,45230,-103.4332778,20.6043889,SIN SERVICIO
1401439A, iMAX,2 MB,SEJ,Francisco Mrquez,,,NORTE,Colotln,COLOTLAN,"RAMIRO MIRAMONTES 39 (VICTORIANO HUERTA, Y LUCAS TELLEZ)",,-103.2521064,22.1034584,SIN SERVICIO
SSJ_249, iMAX,2 MB,SSJ,SAN ANTONIO DE LOS VAZQUEZ,N/D,N/D,CENTRO,IXTLAHUACAN DEL RIO,SAN ANTONIO DE LOS VAZQUEZ,HIDALGO # 18,45290,-103.1481667,20.8160278,SIN SERVICIO
8015SP, iMAX,2 MB,GOB,OFICINA REGIONAL 08 COSTA SUR,8:30 - 16:30 horas,SEPLAN,COSTA SUR,AUTLAN DE AVARRO,AUTLAN DE AVARRO,TECUAN O. 17 FRACC. PUERTA DE LA COSTA,N/D,-104.3788889,19.7719444,SIN SERVICIO
7037SP, iMAX,2 MB,GOB,OFICINA REGIONAL 07 SIERRA DE AMULA,9:00 - 17:00 horas,SEPLAN,SIERRA DE AMULA,EL GRULLO,EL GRULLO,"18 DE MARZO O. 55 INT. 19, 20 Y 21 COL. CENTRO",N/D,-104.2455556,19.8052778,SIN SERVICIO
DIF_MUN_047, iMAX,2 MB,DIF,N/D,N/D,N/D,ALTOS SUR,JESUS MARIA,N/D,NICOLAS BRAVO # 85,N/D,-102.220678,20.607148,SIN SERVICIO
1406938J,ADSL,2 MB,SEJ,CETIS 63,MATUTINO,BACHILLERATO,VALLES,AMECA,AMECA,PROLONGACION LAZARO CARDENAS 80,46620,-104.0597278,20.5511028,SUSPENDIDO
SSJ_203,ADSL,10 MB,SSJ,LA AURORA Y LA ESPERANZA,N/D,N/D,CENTRO,GUADALAJARA,GUADALAJARA,SAN IGNACIO # 2712,44300,-103.3461111,20.6763889,SUSPENDIDO
CLAVE DE INMUEBLE, iMAX,2 MB,INSTITUCION,NOMBRE DEL CENTRO,TURNO/HORARIO,NIVEL,REGION,MUNICIPIO,LOCALIDAD,DOMICILIO,CODIGO POSTAL,LONGITUD,LATITUD,SIN SERVICIO
1407782K, iMAX,2 MB,SEJ,PRIMARIA  71,NOCTURNO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,BELLAS ARTES 4070 ENTRE FEDERICO CHOPIN Y JOHANN SEBASTIAN BACH ,44990,-103.3503611,20.6151667,ACTIVO
1410572A, iMAX,2 MB,SEJ,JEAN PIAGET,VESPERTINO,PREESCOLAR,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,MIRAMAR 35,45580,-103.2968611,20.6118611,SIN SERVICIO
1407352A,ADSL,2 MB,SEJ,JOSE VASCONCELOS,MATUTINO,PRIMARIA,VALLES,TALA,LA HIGUERA,HIGUERA 21,45300,-103.6994694,20.6605806,SUSPENDIDO
1402597A, iMAX,2 MB,SEJ,PAZ CAMARENA,MATUTINO,PREESCOLAR,ALTOS SUR,ARANDAS,ARANDAS,FRANCISCO I MADERO 190,47180,-102.3423056,20.7048889,ACTIVO
UDG_394, iMAX,2 MB,UDG,N/D,N/D,BACHILLERATO,VALLES,ETZATLAN,N/D,CALLE HIDALGO O.129. ENTRE OCAMPO Y ABASOLO. COMU,N/D,-104.079028,20.764,SIN SERVICIO
1410141X, iMAX,2 MB,SEJ,OBLATOS,MATUTINO,PRIMARIA,CENTRO,ZAPOPAN,SAN ESTEBAN (SAN MIGUEL TATEPOSCO),CONOCIDO SAN MIGUEL TATEPOSCO,45205,-103.3783333,20.8063889,SIN SERVICIO
1403681D,ADSL,2 MB,SEJ,USAER DEGOLLADO,MATUTINO,ESPECIAL,CIENEGA,DEGOLLADO,DEGOLLADO,5 DE FEBRERO,47980,-102.1395639,20.4475194,SUSPENDIDO
1402545E,INALAMBRICA,2 MB,SEJ,16 DE SEPTIEMBRE,MATUTINO,SECUNDARIA,ALTOS ORTE,LAGOS DE MORENO,BUENAVISTA (SAN MIGUEL),CONOCIDO,47400,-101.9645611,21.3916444,SUSPENDIDO
DIF_MUN_042, iMAX,2 MB,DIF,N/D,N/D,N/D,COSTA SUR,LA HUERTA,N/D,NIÑOS HEROES # 31,N/D,104 38 38.93  ,19 28 45.54 ,SIN SERVICIO
1408639A, iMAX,2 MB,SEJ,RAFAELA VILLEGAS ISLAS,MATUTINO,PREESCOLAR,CENTRO,GUADALAJARA,GUADALAJARA,PRESA TIVOLI 106,44790,-103.2678611,20.6634722,SIN SERVICIO
1409018D, iMAX,2 MB,SEJ,JAIME TORRES BODET,MATUTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZUÑIGA,SAN AGUSTIN,CAMINO REAL # 745,45645,-103.5180556,20.7569444,ACTIVO
SSJ_241, iMAX,2 MB,SSJ,C.S.R. LA CAPILLA,N/D,N/D,CENTRO,IXTLAHUACAN DE LOS MEMBRILLOS,LA CAPILLA DEL REFUGIO,HIDALGO # 97,45570,-103.2091667,20.4566667,ACTIVO
1409568H, iMAX,2 MB,SEJ,AGUSTIN YAÑEZ,VESPERTINO,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,CAMARENA 2 C COL. PASEOS DEL SOL,45070,-103.4288333,20.6385833,ACTIVO
1411972K, iMAX,2 MB,SEJ,ESCUELA PREPARATORIA REGIONAL DE COLOTLAN,DISCONTINUO,BACHILLERATO,NORTE,COLOTLAN,COLOTLAN,CARRETERA A ZACATECAS KM. 99.5,46200,-103.2517194,22.1159167,SIN SERVICIO
SSJ_423,ADSL,2 MB,SSJ,SAN ISIDRO MAZATEPEC,N/D,N/D,VALLES,TALA,SAN ISIDRO MAZATEPEC,JAVIER MINA # 59,45340,-103.6116667,20.5230556,SUSPENDIDO
1404764H, iMAX,2 MB,SEJ,PEDRO MORENO,MATUTINO,PREESCOLAR,SUR,ZAPOTLAN EL GRANDE,CIUDAD GUZMAN,CERRADA DE PEDRO MORENO,49000,-103.4572528,19.7047444,SIN SERVICIO
DIF_CDI_041,ADSL,2 MB,DIF,CAIC ATEQUIZA,N/D,N/D,CENTRO,EL SALTO,ATEQUIZA,"JUSTO SIERRA ¼ 50, ATEQUIZA ",N/D,-103.13429,20.397657,SUSPENDIDO
1406399X, iMAX,2 MB,SEJ,MANUEL LOPEZ COTILLA,MATUTINO,PRIMARIA,COSTA ORTE,TOMATLAN,LA CRUZ DE LORETO,VERACRUZ 32,48460,-105.4588139,20.0072528,SIN SERVICIO
1405075B, iMAX,2 MB,SEJ,PAULO FREIRE,MATUTINO,PREESCOLAR,SUR,ZACOALCO DE TORRES,ZACOALCO DE TORRES,JUAN SARABIA,45750,-103.5527472,20.2235,ACTIVO
1405291C, iMAX,2 MB,SEJ,LEONA VICARIO,MATUTINO,PRIMARIA,SUR,AMACUECA,TEPEC,CONOCIDO,49380,-103.6423806,19.9903139,SIN SERVICIO
1404944F, iMAX,2 MB,SEJ,SOR JUANA INES DE LA CRUZ,MATUTINO,PREESCOLAR,SUR,TEOCUITATLAN DE CORONA,TEOCUITATLAN DE CORONA,JUAREZ 265,49250,-103.3783278,20.0981194,ACTIVO
1408940C, iMAX,2 MB,SEJ,LIC. FRANCISCO RODRIGUEZ GîMEZ,MATUTINO,SECUNDARIA,CENTRO,IXTLAHUACAN DEL RIO,SAN ANTONIO DE LOS VAZQUEZ,MEXICO 72ENTRE LA HUERTA Y IÑOS HEROES ,45290,-103.145,20.8127778,ACTIVO
1408607X,ADSL,10 MB,SEJ,MARCELINO GARCIA BARRAGAN,MATUTINO,SECUNDARIA,CENTRO,GUADALAJARA,GUADALAJARA,PEDRO VELEZ ¼ 963                         ,44760,-103.2817444,20.6750472,SUSPENDIDO
1410953E, iMAX,2 MB,SEJ,AURELIO ORTEGA,MATUTINO,PRIMARIA,CENTRO,TONALA,AGUA BLANCA,"ANDADOR PLAZA 1,COI. AGUA BLACA",45400,-103.1836333,20.5529833,SIN SERVICIO
14FMB0019Y,ADSL,2 MB,SEJ,CENTRO DE MAESTROS 1418,N/D,CMAESTRO,COSTA SUR,CUAUTITLAN DE GARCIA BARRAGAN,CUAUTITLAN DE GARCIA BARRAGAN,MANUEL LOPEZ COTILLA 20,48950,-104.3596167,19.4511667,SUSPENDIDO
SSJ_144,ADSL,2 MB,SSJ,TEPONAHUASCO,N/D,N/D,CENTRO,CUQUIO,TEPONAHUASCO,DOMICILIO CONOCIDO (TEPONOHUASCO) ,45480,-103.0388889,20.9075,SUSPENDIDO
1412621K, iMAX,2 MB,SEJ,SALVADOR QUEVEDO Y ZUBIETA,MATUTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZUÑIGA,SAN SEBASTIAN EL GRANDE,ZARAGOZA S/N FRACCIONAMIENTO RINCONADA DE SAN SEBASTIAN,45655,-103.4179167,20.5303333,SIN SERVICIO
1402039C,ADSL,10 MB,SEJ,HEROES DE CHAPULTEPEC,VESPERTINO,PRIMARIA,ALTOS ORTE,SAN JUAN DE LOS LAGOS,SAN JUAN DE LOS LAGOS,PRIMAVERA 35,47000,-102.3361917,21.2427306,SUSPENDIDO
1404336F, iMAX,2 MB,SEJ,GABRIELA MISTRAL,MATUTINO,PREESCOLAR,SURESTE,PIHUAMO,PIHUAMO,PEDRO MORENO,49870,-103.3792417,19.2584333,SIN SERVICIO
1401954A, iMAX,2 MB,SEJ,MELCHOR OCAMPO,MATUTINO,PREESCOLAR,ALTOS ORTE,LAGOS DE MORENO,LOMA DE VELOCES,LOMA DE VELOCES 1,47400,-101.8865056,21.4299778,SIN SERVICIO
1408843C, iMAX,2 MB,SEJ,OTILIO MONTAÑO,NOCTURNO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,TARRAGONA 2739,44230,-103.3388889,20.7177778,ACTIVO
282CON,ADSL,2 MB,CONAFE,TOMATLAN,N/D,N/D,COSTA ORTE,TOMATLAN,TOMATLAN,"BERRIOZABAL #571, MPIO. TOMATLAN, TOMATLAN, TOMATLAN, C.P. ",N/D,-105.2625,19.9386111,SUSPENDIDO
1407969D, iMAX,2 MB,SEJ,JUSTO SIERRA,VESPERTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,ESPATULA 3341 ENTRE AVENIDA PATRIA Y OLEO ,44970,-103.3451389,20.6215278,SIN SERVICIO
1402347K, iMAX,2 MB,SEJ,MIGUEL HIDALGO Y COSTILLA,MATUTINO,PRIMARIA,ALTOS ORTE,UNIîN DE SAN ANTONIO,LOMA DE SOTELOS,CONOCIDO,47580,-101.9470611,21.1502667,ACTIVO
1406188A,ADSL,10 MB,SEJ,IGNACIO M ALTAMIRANO,VESPERTINO,PRIMARIA,COSTA ORTE,PUERTO VALLARTA,PUERTO VALLARTA,AVENIDA DE LOS FILOSOFOS 569,48290,-105.2096278,20.67275,SUSPENDIDO
SC_202, iMAX,2 MB,SC,JUAN RULFO,08:00 A 20:30,MUNICIPAL,CENTRO,TLAQUEPAQUE,LAS JUNTAS,GRECIA # 108,45590,-103.33094,20.611966,SIN SERVICIO
1409897B, iMAX,2 MB,SEJ,GUILLERMO PRIETO,MATUTINO,SECUNDARIA,CENTRO,ZAPOPAN,ZAPOPAN,SIDRA 499 COL. PARAISO DEL COLLI,45070,-103.4482778,20.6498056,SIN SERVICIO
1405504K, iMAX,2 MB,SEJ,JOSE CLEMENTE OROZCO,MATUTINO,PREESCOLAR,SIERRA DE AMULA,TECOLOTLAN,LAS CALAVERAS (EJIDO TENXTITLAN),ZARAGOZA 100,48540,-104.0232222,20.2003028,SIN SERVICIO
1404311D,ADSL,2 MB,SEJ,NIÑOS HEROES,MATUTINO,PRIMARIA,SURESTE,LA MANZANILLA DE LA PAZ,LA MANZANILLA DE LA PAZ,MOCTEZUMA,49460,-103.1580472,20.0015306,SUSPENDIDO
1407231C,ADSL,2 MB,SEJ,PAULA LOPEZ MAGALLON,VESPERTINO,ESPECIAL,VALLES,SAN MARTIN HIDALGO,SAN MARTIN DE HIDALGO,ZONA DEL RIO 11,46770,-103.931,20.4352917,SUSPENDIDO
1411089J, iMAX,2 MB,SEJ,DIVISION DEL ORTE,MATUTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,EL CEBADERO,CONOCIDO ,45430,-102.9088889,20.5769444,SIN SERVICIO
1407403G,ADSL,2 MB,SEJ,COLEGIO DE BACHILLERES 4,MATUTINO,BACHILLERATO,VALLES,TEUCHITLAN,TEUCHITLAN,PROLONGACION LOPEZ COTILLA 1,46760,-103.8533306,20.6803611,SUSPENDIDO
1409550G, iMAX,2 MB,SEJ,NETZAHUALCOYOTL,MATUTINO,PREESCOLAR,CENTRO,ZAPOPAN,ZAPOPAN,GUSTAVO DIAZ ORDAZ 91,45239,-103.4363611,20.6061667,SIN SERVICIO
JCSSA000766,ADSL,2 MB,SSJ,U.M. AYOTLAN II,N/D,N/D,CIENEGA,AYOTLAN,AYOTLAN,REVOLUCION 15,47930,-102.3269444,20.5286111,SUSPENDIDO
1410021D, iMAX,2 MB,SEJ,IRENE ROBLEDO,MATUTINO,PREESCOLAR,CENTRO,ZAPOPAN,TESISTAN (SAN FRANCISCO TESISTAN),MIGUEL HIDALGO,45200,-103.4763694,20.8001667,SIN SERVICIO
1402457C, iMAX,2 MB,SEJ,MANUEL AVILA CAMACHO,MATUTINO,PRIMARIA,ALTOS ORTE,SAN JUAN DE LOS LAGOS,EL TORO CHICO (LA PALMITA),CONOCIDO,47000,-102.4429083,21.3430361,SIN SERVICIO
1404716F,ADSL,10 MB,SEJ,ESC. SEC. TEC. O.128,MATUTINO,SECUNDARIA,SUR,ATEMAJAC DE BRIZUELA,ATEMAJAC DE BRIZUELA,PROLONG. ALLENDE O.298,45790,-103.7238333,20.1311583,SUSPENDIDO
1402411D, iMAX,2 MB,SEJ,GUILLERMO PRIETO,MATUTINO,PRIMARIA,ALTOS ORTE,UNIîN DE SAN ANTONIO,LA LOMA ALTA (ESTACION LOMA ALTA),CONOCIDO,47570,-101.91095,21.246375,SIN SERVICIO
1407580A, iMAX,2 MB,SEJ,BLAS GALINDO DIMAS,VESPERTINO,PREESCOLAR,CENTRO,GUADALAJARA,GUADALAJARA,ANTONIO ENRIQUEZ 39,44810,-103.2968889,20.6626667,SIN SERVICIO
1404963F, iMAX,2 MB,SEJ,EMILIANO ZAPATA,MATUTINO,PREESCOLAR,SUR,TEOCUITATLAN DE CORONA,SAN JOSE DE GRACIA (EL CUASTESQUITE),JOSE MARIA MORELOS 10,49260,-103.442375,20.0966972,SIN SERVICIO
1402732D,ADSL,2 MB,SEJ,VENUSTIANO CARRANZA,MATUTINO,PRIMARIA,ALTOS SUR,SAN JULIAN,SAN JULIAN,MARGARITA ALVAREZ 19,47170,-102.1798444,21.0108278,SUSPENDIDO
1405238H, iMAX,2 MB,SEJ,MIGUEL HIDALGO Y COSTILLA,MATUTINO,PRIMARIA,SUR,SAN GABRIEL,PRESA DE TIERRA,CONOCIDO,49700,-103.8193278,19.6603278,SIN SERVICIO
1409443E, iMAX,2 MB,SEJ,MAGISTERIO ACIONAL,MATUTINO,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,CHICHEN ITZA 10 ,45204,-103.3519444,20.7802778,ACTIVO
1410610D, iMAX,2 MB,SEJ,LIBERTAD,VESPERTINO,PRIMARIA,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,PRISCILIANO SANCHEZ ENTRE JUAN ESCUTIA Y JUAN DE LA BARRERA ,45530,-103.3938889,20.6091667,SIN SERVICIO
1410173A, iMAX,2 MB,SEJ,EMILIANO ZAPATA,VESPERTINO,PRIMARIA,CENTRO,IXTLAHUACAN DEL RIO,LA CANTERA,LA CANTERA,45260,-103.23525,20.8247778,ACTIVO
1407296B, iMAX,2 MB,SEJ,JOSE CLEMENTE OROZCO,MATUTINO,PREESCOLAR,VALLES,TALA,TALA,CARRETERA AMECA,45300,-103.7232556,20.6638583,SIN SERVICIO
1404814J, iMAX,2 MB,SEJ,MIGUEL GALINDO,VESPERTINO,PREESCOLAR,SUR,ZAPOTLAN EL GRANDE,CIUDAD GUZMAN,SAN DAVID 33,49086,-103.4773417,19.6858306,SIN SERVICIO
1405795B, iMAX,2 MB,SEJ,HERMENEGILDO GALEANA,MATUTINO,PRIMARIA,COSTA SUR,CASIMIRO CASTILLO,LO ARADO,ALVARO OBREGON 54,48940,-104.533625,19.6206306,ACTIVO
1409207K, iMAX,2 MB,SEJ,MIGUEL HIDALGO,MATUTINO,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,AQUILES SERDAN SN ESQ.HIDALGO,45230,-103.4603333,20.6216944,ACTIVO
1410591A, iMAX,2 MB,SEJ,JESUS ALVAREZ DEL CASTILLO VELASCO,VESPERTINO,PREESCOLAR,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,PASEO DE BUENOS AIRESENTRE FERNANDO ARIAS DE SAAVEDRA Y JOSE ROSAS,45606,-103.3702778,20.6144444,ACTIVO
1406985H, iMAX,2 MB,SEJ,MIGUEL HIDALGO Y COSTILLA,MATUTINO,PRIMARIA,VALLES,AMECA,EL PORTEZUELO,JOSE MARIA CUELLAR 3,46715,-104.0465583,20.6008417,ACTIVO
1403375D, iMAX,2 MB,SEJ,MARIANO MATAMOROS,VESPERTINO,PRIMARIA,ALTOS SUR,ACATIC,LAGUNA COLORADA,CONOCIDO,45470,-102.8354167,20.7580583,SIN SERVICIO
DIF_CDI_008,ADSL,2 MB,DIF,TAMAZULA,N/D,N/D,SURESTE,TAMAZULA DE GORDIANO,N/D,"VICENTE GUERRERO 138, COL. CENTRO                                                                     ",N/D,-103.254871,19.673285,SUSPENDIDO
1410469D, iMAX,2 MB,SEJ,SOR JUANA INES DE LA CRUZ,MATUTINO,PREESCOLAR,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,CUITLAHUAC 185,45500,-103.3181389,20.6354167,ACTIVO
1407417C, iMAX,2 MB,SEJ,JUAN DE LA BARRERA,MATUTINO,PREESCOLAR,VALLES,TALA,SAN JUAN DE LOS ARCOS,CONOCIDO,45300,-103.7195333,20.6059,SIN SERVICIO
SSJ_294,ADSL,2 MB,SSJ,ALMACEN,N/D,N/D,ALTOS ORTE,LAGOS DE MORENO,LAGOS DE MORENO,CALLE FRANCISCCO I MADERO # 802 COL. CENTRO,47400,-101.9333333,21.3558333,SUSPENDIDO
1403076E, iMAX,2 MB,SEJ,VICENTE GUERRERO,VESPERTINO,PRIMARIA,ALTOS SUR,TEPATITLAN DE MORELOS,EL TEPETATE,CONOCIDO CARRETERA,47600,-102.6829667,20.78325,SIN SERVICIO
1410743A, iMAX,2 MB,SEJ,ESC. SEC. TEC. 153,MATUTINO,SECUNDARIA,CENTRO,TONALA,TONALA,"ANDADOR GOMEZ FARIAS 11, COL. BACILO PADILLA",45400,-103.2488,20.6556,SIN SERVICIO
SSJ_464,ADSL,10 MB,SSJ,C.S. TEPATITLAN,N/D,N/D,ALTOS SUR,TEPATITLAN DE MORELOS,TEPATITLAN DE MORELOS,ALDAMA 120,47600,-102.7611111,20.8166667,SUSPENDIDO
1404510B, iMAX,2 MB,SEJ,MANUEL LOPEZ COTILLA,MATUTINO,PRIMARIA,SURESTE,CONCEPCION DE BUENOS AIRES,PASO DE LA YERBABUENA,CONOCIDO,49170,-103.2345917,20.0464222,SIN SERVICIO
PS_032, iMAX,2 MB,GOB,COORDINACION DE PROCURADURIA SOCIAL EN TEPATITLAN,N/D,N/D,ALTOS SUR,TEPATITLAN DE MORELOS,TEPATITLAN,HIDALGO #125 INT 5 COL. CENTRO,47600,-102.758585,20.81381,SIN SERVICIO
1410434K,ADSL,10 MB,SEJ,CONALEP 76,MATUTINO,PROF. MEDIO,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,BAJIO 115,45590,-103.3332944,20.612875,SUSPENDIDO
1403222C, iMAX,2 MB,SEJ,LAZARO CARDENAS DEL RIO,MATUTINO,PRIMARIA,ALTOS SUR,VALLE DE GUADALUPE,CA_ADA GRANDE,CONOCIDO,47380,-102.5934667,21.0397139,SIN SERVICIO
14EPR1321P,ADSL,100 MB,SEJ,DAVID ALFARO SIQUEIROS,N/D,N/D,N/D,ZAPOPAN,ZAPOPAN,AGUSTIN QUIRARTE 30,45198,,,SUSPENDIDO
UDG_393,ADSL,2 MB,UDG,N/D,N/D,N/D,VALLES,ETZATLAN,N/D,CALLE ESCOBEDO O.359. ENTRE OCAMPO,N/D,-104.079444,20.763361,SUSPENDIDO
1410569E, iMAX,2 MB,SEJ,JUAN DE LA BARRERA,VESPERTINO,PRIMARIA,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,MIGUEL HIDALGO 203 COL. EMMILIANO ZAPATA,45638,-103.2688889,20.5938889,SIN SERVICIO
1410577J, iMAX,2 MB,SEJ,RUBEN DARIO,MATUTINO,PREESCOLAR,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,MORELOS 92,45600,-103.3875,20.5902778,ACTIVO
1404773F, iMAX,2 MB,SEJ,NIÑOS HEROES,MATUTINO,PREESCOLAR,SUR,ZAPOTLAN EL GRANDE,CIUDAD GUZMAN,DE LA CRUZ 110,49000,-103.4552944,19.7024889,SIN SERVICIO
1408411G, iMAX,2 MB,SEJ,ELENA SERRANO GUZMAN,VESPERTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,AV MALECON 24,44820,-103.2744444,20.6577778,SIN SERVICIO
1409584G, iMAX,2 MB,SEJ,CBTIS 38,MATUTINO,BACHILLERATO,CENTRO,ZAPOPAN,ZAPOPAN,JAVIER VARGAS 5330 ENTRE ARTURO CHAIRES Y FELIPE RUVALCABA ,45070,-103.4266944,20.6393611,ACTIVO
1404771X, iMAX,2 MB,SEJ,ANA LILIA PINEDA GONZALEZ,MATUTINO,PREESCOLAR,SUR,ZAPOTLAN EL GRANDE,CIUDAD GUZMAN,CRISTO REY 1A,49070,-103.4553667,19.7093417,SIN SERVICIO
1407630C,ADSL,10 MB,SEJ,24 DE FEBRERO,VESPERTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,AVENIDA CHAMIZAL 702,44860,-103.3071389,20.6443972,SUSPENDIDO
SSJ_533,ADSL,10 MB,SSJ,BASILIO VADILLO,N/D,N/D,CENTRO,TONALA,TONALA,AV. TALA # S/N (ESQUINA EL TUITO),45403,-103.2411111,20.6236111,SUSPENDIDO
SC_216, iMAX,2 MB,SC,SOLIDARIDAD,08:00 A 19:30,MUNICIPAL,CENTRO,TONALA,COL. JALISCO,ATOTONILCO EL ALTO #. 3,45403,-103.2631389,20.6869722,SIN SERVICIO
GOB_TECOLOTLAN, iMAX,2 MB,GOB,PRESIDENCIA MUNICIPAL DE TECOLOTLAN,N/D,PRESIDENCIA MUNICIPAL,SIERRA DE AMULA,TECOLOTLAN,TECOLOTLAN,CRISTOBAL DE OVEJO 37 ZONA CENTRO,48540,-104.050578,20.202385,SIN SERVICIO
1408083C,ADSL,10 MB,SEJ,OBLATOS,MATUTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,GOMEZ DE MENDIOLA 196,44380,-103.3217889,20.6710056,SUSPENDIDO
1410735G, iMAX,2 MB,SEJ,JUANA DE ASBAJE,VESPERTINO,PRIMARIA,CENTRO,TLAQUEPAQUE,EL SAUZ,AVENIDA TORRES BODET 3259 ENTRE ISLA GOMERA Y ISLA ZANZIBAR ,45608,-103.3940889,20.6230833,ACTIVO
1402432A, iMAX,2 MB,SEJ,PEDRO MORENO,VESPERTINO,PRIMARIA,ALTOS ORTE,LAGOS DE MORENO,RANCHO SECO (RINCON DE MESA),CONOCIDO,47400,-101.8031694,21.3555361,SIN SERVICIO
1405258A, iMAX,2 MB,SEJ,JAIME TORRES BODET,VESPERTINO,PRIMARIA,SUR,TOLIMAN,COPALA,CONOCIDO,49760,-103.7684611,19.610975,SIN SERVICIO
1406436H, iMAX,2 MB,SEJ,NIÑOS HEROES,MATUTINO,PREESCOLAR,COSTA ORTE,TOMATLAN,NUEVO SANTIAGO,LAZARO CARDENAS 15,48450,-105.3846472,20.0150306,SIN SERVICIO
1404426E, iMAX,2 MB,SEJ,GABRIELA MISTRAL,MATUTINO,PREESCOLAR,SURESTE,TAMAZULA DE GORDIANO,VISTA HERMOSA (SANTA CRUZ DEL CORTIJO),PROLONGACION DEGOLLADO 8,49657,-103.3413444,19.6963472,SIN SERVICIO
1409823E, iMAX,2 MB,SEJ,CENTRO DE ATENCION MULTIPLE 18 FRANCISCO ESPINOZA SANCHEZ,VESPERTINO,ESPECIAL,CENTRO,ZAPOPAN,ZAPOPAN,RIO CIHUATLAN 934 ENTRE SIERRA DE TAPALPA Y CERRO DEL TIGRE ,45080,-103.4152778,20.6311111,ACTIVO
DIF_MUN_053,N/D,N/D,DIF,N/D,N/D,N/D,ALTOS ORTE,LAGOS DE MORENO,N/D,LOPEZ COTILLA # 479,N/D,-101.938535,21.363525,SUSPENDIDO
1406199G,ADSL,10 MB,SEJ,JOSE VASCONCELOS,MATUTINO,PRIMARIA,COSTA ORTE,PUERTO VALLARTA,PUERTO VALLARTA,AVENIDA UNIVERSO 115,48338,-105.235475,20.6578833,SUSPENDIDO
1407405D, iMAX,2 MB,SEJ,ADOLFO LOPEZ MATEOS,MATUTINO,PREESCOLAR,VALLES,TEUCHITLAN,EL AMARILLO,LEONA VICARIO 15,46763,-103.8981389,20.6313056,SIN SERVICIO
1402131E, iMAX,2 MB,SEJ,CONSTITUCION,MATUTINO,PRIMARIA,ALTOS ORTE,UNIîN DE SAN ANTONIO,ESTACION PEDRITO,AVENIDA HIDALGO 17,47580,-101.9142833,21.1349889,ACTIVO
1409958J, iMAX,2 MB,SEJ,EL COLLI,VESPERTINO,PREESCOLAR,CENTRO,ZAPOPAN,ZAPOPAN,VOLCAN PARICUTIN 5176,45070,-103.4318611,20.6341944,SIN SERVICIO
